Subject Code,Prerequisites,Corequisites,Non-allowed Subjects
PSYC40012,Prerequisites There are no pre-requisites for this subject.,None,There are no non-allowed subjects.
ENEN90032,Prerequisites Admission into or selection of one of the following: MC-ENVENG Master of Environmental Engineering MC-ENG Master of Engineering 206EC Master of Environmental Engineering MC-ENSYSEN Master of Environmental Systems Engineering MC-DINFENG Master of Digital Infrastructure Engineering OR All of Code Name Teaching period Credit Points MAST10005 Calculus 1 Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 MAST10007 Linear Algebra Summer Term (On Campus - Parkville) Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 OR Code Name Teaching period Credit Points MAST20029 Engineering Mathematics Summer Term (On Campus - Parkville) Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5,None,None
ECON90055,Prerequisites Approval of Department of Economics Graduate Programs Director.,None,None
MUST20014,Prerequisites All of Code Name Teaching period Credit Points MUST20012 Music Theatre Combination Skills 1 Semester 1 (Early-Start) (On Campus - Southbank) 12.5 MUST20013 Music Theatre Studio 3 Semester 1 (Early-Start) (On Campus - Southbank) 25,None,MUST20006 Music Theatre Combination Class 3
BMEN90041,"Prerequisites The Summer Research Project is intended to be taken where possible in the final year of the candidature, but early enough so that students can use this to help them decide whether they wish to apply for PhD study. 

This subject has the prerequisites of:
•	Having completed at least 100 points of the Masters degree at time of enrolment 
•	Having an average WAM of 75 or above for Masters. 
•	Having secured the explicit approval and agreement of an Academic Supervisor for this subject",N/A,N/A
ABPL90274,Prerequisites Admission into or selection of one of the following: 300pt Program course entry point in the MC-PROP Master of Property 400pt Program course entry point in the MC-PROPUP Master of Property/Master of Urban Planning OR Admission into the 702PA Graduate Diploma in Property Valuation OR 400pt Program Course entry in the MC-ARCPROP ( Master of Architecture / Master of Property -  Architecture background) OR 400pt  Program Course entry in the MC-CMPROP ( Master of Construction Management/Master of Property - Construction  background) OR A course at the Melbourne School of Design OR Approval from the subject coordinator. Note: This subject is not available to any students who are admitted in the MC-PROP2Y-200 point /MC-PROP (200 point) or equivalent valuation studies.,None,None
GEOM30014,Prerequisites Code Name Teaching period Credit Points GEOM20013 Applying Digital Infrastructure No longer available,None,None
MCEN90062,Prerequisites None,None,None
ACCT90005,Prerequisites Admission into the MC-MGMTAFN Master of Management (Accounting and Finance) OR Code Name Teaching period Credit Points ACCT90004 Accounting for Decision Making Summer Term (On Campus - Parkville) Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 FNCE90060 Financial Management Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5,None,None
ECON40001,Prerequisites Admission into or selection of one of the following: BH-COM Bachelor of Commerce (Degree with Honours) GD-ECO Graduate Diploma in Economics MC-ECO Master of Economics Economics specialisation (formal) in the BH-ARTS Bachelor of Arts (Degree with Honours) OR Code Name Teaching period Credit Points ECON30010 Microeconomics Semester 1 (On Campus - Parkville) 12.5,None,None
VETS90149,Prerequisites All of Code Name Teaching period Credit Points VETS90144 Horses A Semester 1 (Early-Start) (On Campus - Werribee) 6.25 VETS90141 Veterinary Professional Practice 3 Semester 1 (Early-Start) (On Campus - Werribee) 12.5,"All students are to enrol into the following corequisite subjects, unless directed by the Melbourne Veterinary School:",None
GDES30006,Prerequisites All of Code Name Teaching period Credit Points GDES20001 Graphic Design Studio 2: Image & Media Semester 1 (On Campus - Southbank) 12.5 GDES20002 Colour Studio Semester 2 (On Campus - Southbank) 12.5,None,None
ACCT40004,Prerequisites Admission into the BH-COM Bachelor of Commerce (Degree with Honours),None,None
PATH40008,Prerequisites Note: the following subject/s can also be taken concurrently (at the same time) Code Name Teaching period Credit Points BIOM40001 Introduction To Biomedical Research July (On Campus - Parkville) February (On Campus - Parkville) 12.5,None,None
MEDI90119,Prerequisites All of Code Name Teaching period Credit Points MEDI90112 Clinical Ultrasound – Core Concepts Semester 2 (Online) Semester 1 (Online) 6.25 Note: these can be taken concurrently (at the same time),None,None
SCIE90029,Prerequisites Students must have obtained an H1 average for subjects completed in their first year of Masters study. Students gain Subject Coordinator approval through raising Enrolment Assistance Form ( https://students.unimelb.edu.au/your-course/manage-your-course/course-enrolment/enrolment-assistance ),None,None
BIOL90030,Prerequisites Code Name Teaching period Credit Points BIOL90028 BioSciences Minor Research Project Part1 Semester 2 (Extended) (On Campus - Parkville) Semester 1 (Extended) (On Campus - Parkville) 12.5,None,None
ISYS90069,Prerequisites None,None,HLTH90006 Basics of Digital Health for Clinicians
BUSA90025,Prerequisites Code Name Teaching period Credit Points BUSA90552 Business Essentials September (On Campus - Parkville) January (On Campus - Parkville) April (On Campus - Parkville) Summer Term (Online) July (On Campus - Parkville) 12.5 BUSA90003 Financial Accounting May (Online) 12.5 BUSA90246 Marketing May (Online) 12.5,None,None
MEDS90024,Prerequisites Code Name Teaching period Credit Points MEDS90022 Student Conference 3 June (On Campus - Parkville) 6.25,None,None
DPSS90010,Prerequisites Code Name Teaching period Credit Points DPSS90008 Design and the Production Process Semester 2 (On Campus - Southbank) 12.5,None,CodeNameTeaching periodCredit PointsFLTV90013Professional PracticeNo longer availableFLTV90015Industry Investigation Project ANo longer available
DENT90034,Prerequisites None,None,None
ABPL90020,Prerequisites Admission into a course at the Melbourne School of Design.,None,None
THTR90021,Prerequisites All of Code Name Teaching period Credit Points THTR90019 Writing for Performance 1 (Solo) Semester 1 (On Campus - Southbank) 12.5 THTR90020 Writing for Performance 2 (Collab) Semester 1 (On Campus - Southbank) 12.5,None,THTR70010 Writing for Performance 3 (Portfolio)
BCMB30012,Prerequisites One of Code Name Teaching period Credit Points BCMB20002 Biochemistry and Molecular Biology Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 BIOM20001 Molecular and Cellular Biomedicine Semester 1 (On Campus - Parkville) 25 AND Note: the following subject/s can also be taken concurrently (at the same time) One of Code Name Teaching period Credit Points BCMB20005 Techniques in Molecular Science Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 GENE20004 Applications of Genetics and Genomics Semester 2 (On Campus - Parkville) 12.5,None,None
PHYC20013,"Prerequisites Undergraduate students: One of Code Name Teaching period Credit Points PHYC10001 Physics 1: Advanced Semester 1 (On Campus - Parkville) 12.5 PHYC10003 Physics 1 Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 PHYC10009 Foundations of Physics Semester 1 (On Campus - Parkville) 12.5 Important: To qualify as a prerequisite for this subject, PHYC10009 must be completed with a result of at least 75 (H2A). AND One of Code Name Teaching period Credit Points PHYC10002 Physics 2: Advanced Semester 2 (On Campus - Parkville) 12.5 PHYC10004 Physics 2: Physical Science & Technology Summer Term (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 PHYC10006 Physics 2: Life Sciences & Environment Semester 2 (On Campus - Parkville) 12.5 AND VCE Mathematical Methods or equivalent. Postgraduate students: Admission into one of the following: MC-MECHENG Master of Mechanical Engineering MC-MTRNENG Master of Mechatronics Engineering",None,None
DRAM30035,Prerequisites All of Code Name Teaching period Credit Points DRAM20034 Theatre Practice 2 Semester 2 (On Campus - Southbank) 25 DRAM20035 Theatre Skills 2 Semester 2 (On Campus - Southbank) 12.5,None,DRAM30022 Industry Practice 1
MEDI40013,Prerequisites Code Name Teaching period Credit Points MEDI40005 Research Project - SVHM Part 1 Semester 1 (On Campus - Parkville) 25,None,None
CHIN90001,"Prerequisites Selection of one of the following: Chinese Studies specialisation (formal) in the BH-ARTS Bachelor of Arts (Degree with Honours), Chinese Studies specialisation (formal) in the GDA-ARTS Graduate Diploma in Arts (Advanced) OR Head of Program approval is required for enrolment by Community Access Program (CAP), Inbound Exchange/Study Abroad or Incoming Cross-institutional students.",None,None
MECM90019,"Prerequisites This subject is taught intensively over five days in July on location in China, with students spending 3 further days in Shanghai. An application process applies for enrolment into this subject. Students who wish to apply to undertake this subject please visit: https://arts.unimelb.edu.au/students/overseas-experience",None,None
PSYC40012,Prerequisites There are no pre-requisites for this subject.,None,There are no non-allowed subjects.
ECON90055,Prerequisites Approval of Department of Economics Graduate Programs Director.,None,None
MCEN90062,Prerequisites None,None,None
ACCT90005,Prerequisites Admission into the MC-MGMTAFN Master of Management (Accounting and Finance) OR Code Name Teaching period Credit Points ACCT90004 Accounting for Decision Making Summer Term (On Campus - Parkville) Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 FNCE90060 Financial Management Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5,None,None
MUST40001,Prerequisites Admission into the Music Theatre specialisation (formal) in the BH-FA Bachelor of Fine Arts (Degree with Honours),None,THTR40008 Major Project (Music Theatre)
ARTS90027,"Prerequisites Selection Process by subject coordinator(s) and application process which will be tailored to industry prerequisites, prior knowledge/ skills and compliance etc and if research ethics clearance is necessary this is subject to host requirements and approval.",None,None
BTCH90010,Prerequisites,,
GEOG90040,Prerequisites One of Code Name Teaching period Credit Points GEOG90036 Geography Research Project Part 1 Semester 1 (Extended) (On Campus - Parkville) Semester 2 (Extended) (On Campus - Parkville) 12.5 GEOG90037 GEOG90038,None,None
PAED40005,Prerequisites Code Name Teaching period Credit Points PAED40001 Paediatrics Research Project Part 1 Semester 1 (On Campus - Parkville) 31.25,None,None
MCEN90036,Prerequisites All of Code Name Teaching period Credit Points MCEN90012 Design for Manufacture No longer available MCEN90013 Design for Integration No longer available OR All of MCEN90024 Mechatronics Design MCEN90011 Manufacturing Systems OR Equivalent subjects as approved by the subject coordinator.,None,None
ENEN90038,Prerequisites Admission into one of the following: MC-ENG Master of Engineering 206EC Master of Environmental Engineering OR Code Name Teaching period Credit Points ENEN20002 Earth Processes for Engineering Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 OR One of Code Name Teaching period Credit Points MAST20009 Vector Calculus Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 MAST20032 Vector Calculus: Advanced Semester 1 (On Campus - Parkville) 12.5 AND Code Name Teaching period Credit Points MAST20030 Differential Equations Semester 2 (On Campus - Parkville) 12.5,None,None
DRAM30033,Prerequisites All of Code Name Teaching period Credit Points DRAM20034 Theatre Practice 2 Semester 2 (On Campus - Southbank) 25 DRAM20035 Theatre Skills 2 Semester 2 (On Campus - Southbank) 12.5,None,DRAM30025 Theatre Lab 3
VETS90142,Prerequisites Satisfactory completion of all subjects at DVM 2 level,"All students are to enrol into the following corequisite subjects, unless directed by Melbourne Veterinary School:",None
VETS90054,Prerequisites All of Code Name Teaching period Credit Points VETS90052 Principles of Medicine & Surgery 1 PtA Semester 1 (Extended) (On Campus - Werribee) Semester 2 (Extended) (On Campus - Werribee) 6.25 VETS90053 Principles of Medicine & Surgery 1 PtB Semester 1 (Extended) (On Campus - Werribee) Semester 2 (Extended) (On Campus - Werribee) 6.25 OR Code Name Teaching period Credit Points VETS70017 Principles of Medicine & Surgery 1 No longer available,None,VETS70018 Principles of Medicine & Surgery 2
