Subject Code,Prerequisites
EDUC90939,"Prerequisites All students: Note: the following subject/s can also be taken concurrently (at the same time) Code Name Teaching period Credit Points EDUC90938 Quality Assessment Design Semester 1 (Online) Semester 2 (On Campus - Parkville) 12.5 Students in the 200-point program of the Master of Education, Master of TESOL or Master of Modern Languages Education, must have completed the following four compulsory subjects: All of Code Name Teaching period Credit Points EDUC90929 Understanding Education in Context Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 EDUC90930 Local Literacies in Global Contexts Semester 1 (Dual-Delivery - Parkville) Semester 2 (Dual-Delivery - Parkville) 12.5 EDUC91029 Understanding the Student as Learner Semester 2 (Dual-Delivery - Parkville) Semester 1 (Dual-Delivery - Parkville) 12.5 EDUC91030 Research in Educational Relationships Semester 1 (Online) Semester 1 (On Campus - Parkville) Semester 2 (Online) Semester 2 (On Campus - Parkville) 12.5 *Students that commenced their course prior to 2021 may have completed EDUC90830 in place of EDUC91029, and EDUC90900 in place of EDUC91030: Code Name Teaching period Credit Points EDUC90830 The Student as Learner Term 3 (Online) Term 1 (Online) 12.5 EDUC90900 Resilience and Relationships Term 3 (Online) Term 1 (Online) 12.5"
EDUC90953,"Prerequisites Students admitted to courses/entry points not specified below have no prerequisites for this subject. Students in the 200-point program of the Master of Education, Master of TESOL or Master of Modern Languages Education, must have completed the following four compulsory subjects*: All of Code Name Teaching period Credit Points EDUC90929 Understanding Education in Context Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 EDUC90930 Local Literacies in Global Contexts Semester 1 (Dual-Delivery - Parkville) Semester 2 (Dual-Delivery - Parkville) 12.5 EDUC91029 Understanding the Student as Learner Semester 2 (Dual-Delivery - Parkville) Semester 1 (Dual-Delivery - Parkville) 12.5 EDUC91030 Research in Educational Relationships Semester 1 (Online) Semester 1 (On Campus - Parkville) Semester 2 (Online) Semester 2 (On Campus - Parkville) 12.5 *Students that commenced their course prior to 2021 may have completed EDUC90830 in place of EDUC91029, and EDUC90900 in place of EDUC91030: Code Name Teaching period Credit Points EDUC90830 The Student as Learner Term 3 (Online) Term 1 (Online) 12.5 EDUC90900 Resilience and Relationships Term 3 (Online) Term 1 (Online) 12.5"
OPTO90023,Prerequisites All of Code Name Teaching period Credit Points OPTO90024 Preclinical Optometry Year Long (On Campus - Parkville) 25 OPTO90027 Integrated Ophthalmic Sciences Year Long (On Campus - Parkville) 75
SCIE10002,Prerequisites Code Name Teaching period Credit Points SCIE10001 Science: A Study of Life and Environment Semester 1 (On Campus - Parkville) 12.5
EDUC90629,"Prerequisites Students admitted to courses/entry points not specified below have no prerequisites for this subject. Students in the 200-point program of the Master of Education, Master of TESOL or Master of Modern Languages Education, must have completed the following four compulsory subjects*: All of Code Name Teaching period Credit Points EDUC90929 Understanding Education in Context Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 EDUC90930 Local Literacies in Global Contexts Semester 1 (Dual-Delivery - Parkville) Semester 2 (Dual-Delivery - Parkville) 12.5 EDUC91029 Understanding the Student as Learner Semester 2 (Dual-Delivery - Parkville) Semester 1 (Dual-Delivery - Parkville) 12.5 EDUC91030 Research in Educational Relationships Semester 1 (Online) Semester 1 (On Campus - Parkville) Semester 2 (Online) Semester 2 (On Campus - Parkville) 12.5 *Students that commenced their course prior to 2021 may have completed EDUC90830 in place of EDUC91029, and EDUC90900 in place of EDUC91030: Code Name Teaching period Credit Points EDUC90830 The Student as Learner Term 3 (Online) Term 1 (Online) 12.5 EDUC90900 Resilience and Relationships Term 3 (Online) Term 1 (Online) 12.5"
EDUC90872,Prerequisites None
EDUC90873,Prerequisites Code Name Teaching period Credit Points EDUC90872 Foundations of the Science of Learning Semester 1 (Early-Start) (Dual-Delivery - Parkville) 12.5
POPH90218,Prerequisites All of Code Name Teaching period Credit Points POPH90217 Foundations of Public Health February (On Campus - Parkville) 12.5 POPH90274 Prioritising & Planning in Public Health July (Dual-Delivery - Parkville) 12.5
EDUC90930,Prerequisites None
EDUC91198,"Prerequisites Students must meet one of the following prerequisite options: Option 1 Admission into the GC-EDRES Graduate Certificate in Educational Research AND Note: the following subject/s can also be taken concurrently (at the same time) Code Name Teaching period Credit Points EDUC90419 Education Research Methodology July (Dual-Delivery - Parkville) February (On Campus - Parkville) 12.5 Option 2 Admission into one of the following: MC-ED Master of Education, MC-TESOL Master of TESOL, MC-MLED Master of Modern Languages Education AND Enrolment in the 200-point program AND Completion of a minimum of 125 credit points of study AND A H2A (75%) average or above AND Note: the following subject/s can also be taken concurrently (at the same time) Code Name Teaching period Credit Points EDUC90419 Education Research Methodology July (Dual-Delivery - Parkville) February (On Campus - Parkville) 12.5 Option 3 Admission into one of the following: MC-ED Master of Education, MC-TESOL Master of TESOL, MC-MLED Master of Modern Languages Education AND Enrolment in the 100-point program AND Completion of a minimum of 50 credit points of study AND A H2A (75%) average or above AND Note: the following subject/s can also be taken concurrently (at the same time) Code Name Teaching period Credit Points EDUC90419 Education Research Methodology July (Dual-Delivery - Parkville) February (On Campus - Parkville) 12.5"
EDUC91197,Prerequisites Students must meet one of the following prerequisites options: Option 1 Admission into or selection of one of the following: GC-EDRES Graduate Certificate in Educational Research AND Note: the following subject/s can also be taken concurrently (at the same time) Code Name Teaching period Credit Points EDUC90419 Education Research Methodology July (Dual-Delivery - Parkville) February (On Campus - Parkville) 12.5 Option 2 Admission into one of the following: Admission into or selection of one of the following: MC-ED Master of Education MC-TESOL Master of TESOL MC-MLED Master of Modern Languages Education AND Enrolment in the 200-point program AND Completion of a minimum of 125 credit points of study AND A H2A (75%) average or above AND Note: the following subject/s can also be taken concurrently (at the same time) Code Name Teaching period Credit Points EDUC90419 Education Research Methodology July (Dual-Delivery - Parkville) February (On Campus - Parkville) 12.5 Option 3 Admission into one of the following: Admission into or selection of one of the following: MC-ED Master of Education MC-TESOL Master of TESOL MC-MLED Master of Modern Languages Education AND Enrolment in the 100-point program AND Completion of a minimum of 50 credit points of study AND A H2A (75%) average or above AND Note: the following subject/s can also be taken concurrently (at the same time) Code Name Teaching period Credit Points EDUC90419 Education Research Methodology July (Dual-Delivery - Parkville) February (On Campus - Parkville) 12.5 Option 4 Admission into or selection of one of the following: MC-INSLEAD Master of Instructional Leadership AND Completion of a minimum of 50 credit points of study AND A H2A (75%) average or above AND Note: the following subject/s can also be taken concurrently (at the same time) Code Name Teaching period Credit Points EDUC90419 Education Research Methodology July (Dual-Delivery - Parkville) February (On Campus - Parkville) 12.5 Option 5 Admission into or selection of one of the following: MC-TEACHEC Master of Teaching (Early Childhood) MC-TEACHPR Master of Teaching (Primary) MC-TEACHSA Master of Teaching (Secondary) MC-TEACHSI Master of Teaching (Secondary) Internship AND Commencement of the Master of Teaching prior to 2022 in a version of the course that included a Research Option. AND Completion of a minimum of 150 credit points of study AND A H2A (75%) average or above AND Note: the following subject/s can also be taken concurrently (at the same time) Code Name Teaching period Credit Points EDUC90419 Education Research Methodology July (Dual-Delivery - Parkville) February (On Campus - Parkville) 12.5
EDUC90419,Prerequisites Students must meet one of the following prerequisite options: Option 1 Admission into or selection of one of the following: GC-EDRES Graduate Certificate in Educational Research 960BA Master of Education Option 2 Admission into or selection of one of the following: MC-ED Master of Education MC-TESOL Master of TESOL MC-MLED Master of Modern Languages Education AND Enrolment in the 200-point program AND Completion of a minimum of 125 credit points of study AND A H2A (75%) average or above Option 3 Admission into or selection of one of the following: MC-ED Master of Education MC-TESOL Master of TESOL MC-MLED Master of Modern Languages Education AND Enrolment in the 100-point program AND Completion of a minimum of 50 credit points of study AND A H2A (75%) average or above Option 4 Admission into or selection of one of the following: MC-INSLEAD Master of Instructional Leadership AND Completion of a minimum of 50 credit points of study AND A H2A (75%) average or above Note: Options 5 and 6 are for Master of Teaching students who commenced their course prior to 2022 only. Option 5 Admission into or selection of one of the following: MC-TEACHEC Master of Teaching (Early Childhood) MC-TEACHPR Master of Teaching (Primary) AND Commencement between 2017 and 2021 AND Completion of a minimum of 100 credit points of study AND A H2A (75%) average or above Option 6 Admission into or selection of one of the following: MC-TEACHSA Master of Teaching (Secondary) AND Commencement between 2017 and 2021 AND Completion of a minimum of 112.5 credit points of study AND A H2A (75%) average or above
EDUC90989,Prerequisites Students must meet one of the following prerequisite options: Option 1 Admission into one of the following: MC-ED Master of Education MC-TESOL Master of TESOL MC-MLED Master of Modern Languages Education AND Completion of a minimum of 150 credit points of study Option 2 Admission into one of the following: MC-EDEDMGT Master of Education (Educational Management) 960EC Master of Education (Educational Management) AND Completion of a minimum of 100 credit points of study
EDUC91199,Prerequisites Code Name Teaching period Credit Points EDUC91198 Research Project in Education Part 1 Semester 2 (Early-Start) (Dual-Delivery - Parkville) 18.75
PHTY90013,Prerequisites For Postgraduate Certificate students: Code Name Teaching period Credit Points PHTY90040 Physiotherapy Professional Portfolio Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 25
MECM30002,Prerequisites This is a Capstone subject and only available to students in the Media and Communications major within the Bachelor of Arts or the Media and Communications specialisation of the Graduate Diploma in Arts. This subject is not available to students in the minor or as breadth. Bachelor of Arts students are required to have completed the Level One and Level Two requirements for the major before enrolling into this subject. Level Three subjects may be taken concurrently with this subject.
EDUC90640,"Prerequisites Students admitted to courses/entry points not specified below have no prerequisites for this subject. Students in the 200-point program of the Master of Education, Master of TESOL or Master of Modern Languages Education, must have completed the following four compulsory subjects*: All of Code Name Teaching period Credit Points EDUC90929 Understanding Education in Context Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 EDUC90930 Local Literacies in Global Contexts Semester 1 (Dual-Delivery - Parkville) Semester 2 (Dual-Delivery - Parkville) 12.5 EDUC91029 Understanding the Student as Learner Semester 2 (Dual-Delivery - Parkville) Semester 1 (Dual-Delivery - Parkville) 12.5 EDUC91030 Research in Educational Relationships Semester 1 (Online) Semester 1 (On Campus - Parkville) Semester 2 (Online) Semester 2 (On Campus - Parkville) 12.5 *Students that commenced their course prior to 2021 may have completed EDUC90830 in place of EDUC91029, and EDUC90900 in place of EDUC91030: Code Name Teaching period Credit Points EDUC90830 The Student as Learner Term 3 (Online) Term 1 (Online) 12.5 EDUC90900 Resilience and Relationships Term 3 (Online) Term 1 (Online) 12.5"
